wl,n,,wl,k
8.5034,1.6419,,8.5034,0.01389
8.53242,1.63706,,8.53242,0.01425
8.56164,1.63212,,8.56164,0.01463
8.59107,1.62707,,8.59107,0.01503
8.62069,1.62191,,8.62069,0.01544
8.65052,1.61662,,8.65052,0.01587
8.68056,1.61121,,8.68056,0.01632
8.7108,1.60567,,8.7108,0.01679
8.74126,1.59999,,8.74126,0.01728
8.77193,1.59418,,8.77193,0.0178
8.80282,1.58823,,8.80282,0.01834
8.83392,1.58212,,8.83392,0.01891
8.86525,1.57586,,8.86525,0.01951
8.8968,1.56944,,8.8968,0.02013
8.92857,1.56285,,8.92857,0.02079
8.96057,1.55608,,8.96057,0.02149
8.99281,1.54913,,8.99281,0.02222
9.02527,1.54199,,9.02527,0.023
9.05797,1.53466,,9.05797,0.02382
9.09091,1.52712,,9.09091,0.02468
9.12409,1.51936,,9.12409,0.0256
9.15751,1.51137,,9.15751,0.02657
9.19118,1.50315,,9.19118,0.02761
9.22509,1.49468,,9.22509,0.02871
9.25926,1.48596,,9.25926,0.02987
9.29368,1.47696,,9.29368,0.03112
9.32836,1.46768,,9.32836,0.03245
9.3633,1.45811,,9.3633,0.03387
9.3985,1.44822,,9.3985,0.0354
9.43396,1.438,,9.43396,0.03703
9.4697,1.42744,,9.4697,0.03878
9.5057,1.41651,,9.5057,0.04067
9.54198,1.4052,,9.54198,0.0427
9.57854,1.39349,,9.57854,0.0449
9.61538,1.38136,,9.61538,0.04727
9.65251,1.36879,,9.65251,0.04984
9.68992,1.35574,,9.68992,0.05263
9.72763,1.3422,,9.72763,0.05567
9.76563,1.32814,,9.76563,0.05898
9.80392,1.31353,,9.80392,0.06259
9.84252,1.29834,,9.84252,0.06655
9.88142,1.28254,,9.88142,0.07088
9.92063,1.2661,,9.92063,0.07564
9.96016,1.24899,,9.96016,0.08089
10,1.23117,,10,0.08668
10.04016,1.21261,,10.04016,0.09308
10.08065,1.19329,,10.08065,0.10017
10.12146,1.17317,,10.12146,0.10805
10.1626,1.15223,,10.1626,0.11681
10.20408,1.13045,,10.20408,0.12658
10.2459,1.10782,,10.2459,0.13749
10.28807,1.08435,,10.28807,0.1497
10.33058,1.06005,,10.33058,0.16336
10.37344,1.03499,,10.37344,0.17868
10.41667,1.00922,,10.41667,0.19585
10.46025,0.98287,,10.46025,0.21511
10.5042,0.95611,,10.5042,0.23667
10.54852,0.92917,,10.54852,0.26076
10.59322,0.90236,,10.59322,0.28758
10.6383,0.87604,,10.6383,0.31728
10.68376,0.85067,,10.68376,0.34993
10.72961,0.82671,,10.72961,0.38551
10.77586,0.80467,,10.77586,0.42383
10.82251,0.78498,,10.82251,0.46461
10.86957,0.76798,,10.86957,0.50742
10.91703,0.75389,,10.91703,0.5518
10.96491,0.74276,,10.96491,0.59725
11.01322,0.73454,,11.01322,0.64333
11.06195,0.72908,,11.06195,0.68967
11.11111,0.72617,,11.11111,0.736
11.16071,0.7256,,11.16071,0.78213
11.21076,0.72717,,11.21076,0.82792
11.26126,0.73068,,11.26126,0.87332
11.31222,0.73599,,11.31222,0.91828
11.36364,0.74298,,11.36364,0.96278
11.41553,0.75154,,11.41553,1.00683
11.46789,0.76158,,11.46789,1.0504
11.52074,0.77303,,11.52074,1.09351
11.57407,0.78583,,11.57407,1.13614
11.62791,0.7999,,11.62791,1.17832
11.68224,0.81518,,11.68224,1.22006
11.73709,0.83162,,11.73709,1.26139
11.79245,0.8492,,11.79245,1.30238
11.84834,0.8679,,11.84834,1.34309
11.90476,0.88774,,11.90476,1.38357
11.96172,0.90879,,11.96172,1.42389
12.01923,0.93114,,12.01923,1.46408
12.07729,0.9549,,12.07729,1.50416
12.13592,0.98023,,12.13592,1.54407
12.19512,1.00724,,12.19512,1.58372
12.2549,1.03606,,12.2549,1.62298
12.31527,1.06677,,12.31527,1.66165
12.37624,1.09939,,12.37624,1.69952
12.43781,1.13389,,12.43781,1.73637
12.5,1.17019,,12.5,1.772
12.56281,1.20815,,12.56281,1.80623
12.62626,1.24761,,12.62626,1.83891
12.69036,1.28836,,12.69036,1.86995
12.7551,1.33021,,12.7551,1.89931
12.82051,1.37296,,12.82051,1.92701
12.8866,1.41643,,12.8866,1.9531
12.95337,1.46046,,12.95337,1.97768
13.02083,1.50496,,13.02083,2.00091
13.08901,1.54987,,13.08901,2.02297
13.15789,1.59524,,13.15789,2.04403
13.22751,1.64118,,13.22751,2.06426
13.29787,1.68788,,13.29787,2.08377
13.36898,1.73559,,13.36898,2.10258
13.44086,1.7846,,13.44086,2.12061
13.51351,1.83517,,13.51351,2.13766
13.58696,1.8875,,13.58696,2.15339
13.6612,1.9417,,13.6612,2.16738
13.73626,1.99769,,13.73626,2.17916
13.81215,2.05527,,13.81215,2.18826
13.88889,2.11403,,13.88889,2.1943
13.96648,2.17347,,13.96648,2.19702
14.04494,2.23302,,14.04494,2.19635
14.12429,2.29211,,14.12429,2.19244
14.20455,2.35028,,14.20455,2.18559
14.28571,2.40723,,14.28571,2.17626
